Experience passage 1 18/10 19:19 Sujet : Flavien Lebrun
0,3889824;0,7257601;-0,008132741;5;1;1
0,2085249;0,7254494;0,08966094;3;1;2
0,4361085;0,7251703;-0,06736364;1;1;3
0,4416054;0,725075;-0,06219143;1;1;4
0,3338885;0,7250062;0,1048482;0;1;5
0,3215877;0,7247431;0,1092454;0;1;6
0,4403416;0,7241067;-0,05284242;1;1;7
0,4454696;0,7239758;-0,03216202;1;1;8
0,4573012;0,7239905;-0,05878639;1;1;9
0,3350502;0,724737;0,1143328;0;1;10
0,5754927;0,723454;0,1137904;4;1;11
0,4330691;0,7242918;-0,06099544;1;1;12
0,4504862;0,7241665;-0,05555552;1;1;13
0,3260975;0,7238423;-0,06130896;2;1;14
0,329509;0,7243355;-0,05375557;2;1;15
0,3211405;0,7234855;-0,05009475;2;1;16
0,5915241;0,7237568;0,1182981;4;1;17
0,3288606;0,7233586;0,1175057;0;1;18
0,3834786;0,7231616;0,04206611;5;1;19
0,4388432;0,7232504;-0,04660197;1;1;20
0,3820463;0,7232818;0,04252411;5;1;21
0,199916;0,7232021;0,1277048;3;1;22
0,2088997;0,7217388;0,1310868;3;1;23
0,1978561;0,7218456;0,1301282;3;1;24
0,5991153;0,7213084;0,1272483;4;1;25
0,6108358;0,7211496;0,137338;4;1;26
0,2057948;0,7229877;0,149927;3;1;27
0,3389215;0,7239484;0,14737;0;1;28
0,3148016;0,7245628;-0,05717101;2;1;29
0,1932077;0,7239621;0,1346323;3;1;30
0,195894;0,7221848;0,1331842;3;1;31
0,3212804;0,7221471;0,1258755;0;1;32
0,1943181;0,7231069;0,1248441;3;1;33
0,5895104;0,7211874;0,1222058;4;1;34
0,1878063;0,7226478;0,1378227;3;1;35
0,4434927;0,7224236;-0,04223926;1;1;36
0,5971442;0,7215433;0,1357087;4;1;37
0,3217265;0,7236801;-0,03212707;2;1;38
0,3889215;0,7229898;0,04793533;5;1;39
0,5850418;0,7220039;0,1408633;4;1;40
0,3226203;0,7226107;0,1304908;0;1;41
0,3873612;0,7230013;0,04184252;5;1;42
0,5905815;0,722016;0,1366594;4;1;43
0,2044428;0,7237077;0,1262573;3;1;44
0,3224544;0,7240655;-0,06104888;2;1;45
0,3946851;0,7221014;0,04794414;5;1;46
0,3909869;0,7224106;0,04441812;5;1;47
